"business_id","phone_number","name","full_address","latitude","longitude","review_count","rating","timezone","website","place_id","place_link","types","price_level","Wednesday","Thursday","Friday","Saturday","Sunday","Monday","Tuesday","city","verified","photos","state","description"
"0x79540efea4a86201:0x46634c765dde8359","+18083291333","Zola Micahel S","Zola Micahel S, 75-5744 Alii Dr #223, Kailua-Kona, HI 96740, United States","19.6375706","-155.9932915","7","2.7","Pacific/Honolulu","","ChIJAWKopP4OVHkRWYPeXXZMY0Y","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efea4a86201:0x46634c765dde8359","Attorney","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=imnjQKkiB4G6x9_sEvVNAQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=232.10172&pitch=0&thumbfov=100","",""
"0x79540ef9222591e5:0x65edcbc5ea6438a9","+18083293910","Legal Aid Society of Hawaii","Legal Aid Society of Hawaii, Hualalai Center, 75-170 Hualalai Rd B303A, Kailua-Kona, HI 96740, United States","19.637075799999998","-155.989319","15","3.7","Pacific/Honolulu","http://www.legalaidhawaii.org/","ChIJ5ZElIvkOVHkRqThk6sXL7WU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540ef9222591e5:0x65edcbc5ea6438a9","Attorney, Law firm, Non-profit organization","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P2h9qbCyTXiOkN4mgoZ6sg&cb_client=search.gws-prod.gps&w=203&h=100&yaw=97.36933&pitch=0&thumbfov=100","",""
"0x79540f04e142b023:0xc02c2b6e47b0cca1","+18086857117","Triantos Law LLLC","Triantos Law LLLC, 75-5591 Palani Rd Suite 204, Kailua-Kona, HI 96740, United States","19.6451745","-155.99291979999998","3","4.7","Pacific/Honolulu","","ChIJI7BC4QQPVHkRocywR24rLMA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540f04e142b023:0xc02c2b6e47b0cca1","Law firm","","8AM5PM","8AM5PM","8AM5PM","Closed","Closed","8AM5PM","8AM5PM","Kailua-Kona, HI, United States","false","","Closed  Opens 8AM",""
"0x79540ef00a676ff7:0x493bf6dbacad6f48","+18083296464","Carlsmith Ball LLP","Carlsmith Ball LLP, 75-5722 Kuakini Hwy, Kailua-Kona, HI 96740, United States","19.6395739","-155.9915806","2","4","Pacific/Honolulu","https://www.carlsmith.com/","ChIJ929nCvAOVHkRSG-trNv2O0k","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540ef00a676ff7:0x493bf6dbacad6f48","Attorney","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IWNzHON9Fmrp08W1fmCmew&cb_client=search.gws-prod.gps&w=203&h=100&yaw=246.09889&pitch=0&thumbfov=100","",""
"0x79540efb88bb05d7:0x9397fcdeff07342","+18083254224","Hawaii Trust & Estate Counsel - Kona Office","Hawaii Trust & Estate Counsel - Kona Office, 75-5915 Walua Rd, Kailua-Kona, HI 96740, United States","19.6286898","-155.9852764","2","5","Pacific/Honolulu","http://www.hawaiitrustlaw.com/","ChIJ1wW7iPsOVHkRQnPw781_OQk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efb88bb05d7:0x9397fcdeff07342","Estate planning attorney","","8:30AM4:30PM","8:30AM4:30PM","8:30AM4:30PM","Closed","Closed","8:30AM4:30PM","8:30AM4:30PM","Kailua-Kona, HI, United States","true","https://lh5.googleusercontent.com/p/AF1QipP3DuaXepwLyjhwpZWu-BneyQ6R4zgwc6Gd7Om-=w203-h152-k-no","Closed  Opens 8:30AM",""
"0x79540efc70cf6b91:0xf2b4a19d9d6b0389","+18083291385","Kaapu David B","Kaapu David B, 75-5751 Kuakini Hwy # 201, Kailua-Kona, HI 96740, United States","19.6386623","-155.9902327","1","5","Pacific/Honolulu","","ChIJkWvPcPwOVHkRiQNrnZ2htPI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efc70cf6b91:0xf2b4a19d9d6b0389","Attorney","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TmIYc6av7mddT3g37s9tdg&cb_client=search.gws-prod.gps&w=203&h=100&yaw=78.43629&pitch=0&thumbfov=100","",""
"0x79540efbf7f2288b:0xd58ac78e369df21f","+18083311313","Hawaii Document Service","Hawaii Document Service, 75-5722 Kuakini Hwy # 108, Kailua-Kona, HI 96740, United States","19.639654","-155.99164539999998","3","5","Pacific/Honolulu","http://hawaiidocumentservice.com/","ChIJiyjy9_sOVHkRH_KdNo7HitU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efbf7f2288b:0xd58ac78e369df21f","Estate planning attorney, Attorney","","8AM5PM","8AM5PM","8AM5PM","Closed","Closed","8AM5PM","8AM5PM","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LZW_HsuKwLEx1gSfEW_suQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=236.37437&pitch=0&thumbfov=100","Closed  Opens 8AM",""
"0x79540efc9c98b27d:0x4b5662dea0393bf4","+18083293551","Van Pernis Vancil","Van Pernis Vancil, 75-167 Hualalai Rd, Kailua-Kona, HI 96740, United States","19.638257499999998","-155.9885989","1","4","Pacific/Honolulu","","ChIJfbKYnPwOVHkR9Ds5oN5iVks","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efc9c98b27d:0x4b5662dea0393bf4","Attorney","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sKubScG5OmzpOc0S5Q64yA&cb_client=search.gws-prod.gps&w=203&h=100&yaw=39.634716&pitch=0&thumbfov=100","",""
"0x79540efc943c6435:0x81358e8b361ca4f8","+18083295811","Cades Schutte","Cades Schutte, 75-170 Hualalai Rd # B303, Kailua-Kona, HI 96740, United States","19.6373572","-155.9889313","","","Pacific/Honolulu","https://www.cades.com/attorneys/","ChIJNWQ8lPwOVHkR-KQcNouONYE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efc943c6435:0x81358e8b361ca4f8","Attorney","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1YR2smOOyQhhem0RaBf_3g&cb_client=search.gws-prod.gps&w=203&h=100&yaw=221.65114&pitch=0&thumbfov=100","",""
"0x79540e57fc0f3561:0x3953c03c76b22c60","+18083274646","David A Bernstein Law Corporation","David A Bernstein Law Corporation, 74-5547 Palani Rd, Kailua-Kona, HI 96740, United States","19.6467878","-155.9927448","","","Pacific/Honolulu","https://davidbernsteinattorney.com/","ChIJYTUP_FcOVHkRYCyydjzAUzk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540e57fc0f3561:0x3953c03c76b22c60","Attorney","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oA4oQ4n7Mw_DnoDvrBvIaA&cb_client=search.gws-prod.gps&w=203&h=100&yaw=111.57791&pitch=0&thumbfov=100","",""
"0x79540ef00a676ff7:0xf3f6fd4bd3e6af85","+18083296464","Haitsuka Edmund W","Haitsuka Edmund W, 75-1000 Henry St # 209, Kailua-Kona, HI 96740, United States","19.6443676","-155.9884605","","","Pacific/Honolulu","https://www.carlsmith.com/","ChIJ929nCvAOVHkRha_m00v99vM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540ef00a676ff7:0xf3f6fd4bd3e6af85","Attorney","","","","","","","","","Kailua-Kona, HI, United States","false","","",""
"0x79540efcf3d641e7:0xf600f2f8ec83a19c","+18087567022","R. Hermann Heimgartner","R. Hermann Heimgartner, 75-170 Hualalai Rd c209, Kailua-Kona, HI 96740, United States","19.6371049","-155.98932499999998","","","Pacific/Honolulu","http://heimgartnerlaw.com/","ChIJ50HW8_wOVHkRnKGD7PjyAPY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efcf3d641e7:0xf600f2f8ec83a19c","Attorney","","","","","","","","","Kailua-Kona, HI, United States","false","","",""
"0x79540ee3d9664c9f:0xdccd12c92c3eee82","+18083295678","Tuhy Alan H","Tuhy Alan H, 78-7100 Kamehameha III Rd Suite 405, Kailua-Kona, HI 96740, United States","19.6360702","-155.980541","","","Pacific/Honolulu","","ChIJn0xm2eMOVHkRgu4-LMkSzdw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540ee3d9664c9f:0xdccd12c92c3eee82","Attorney referral service","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8mzVP23V2AD3hSugc8wcsA&cb_client=search.gws-prod.gps&w=203&h=100&yaw=234.14009&pitch=0&thumbfov=100","",""
"0x79540f8246c11e5d:0x85a8b0974c0a7e7b","+18087696847","Rebecca H. Colvin Attorney at Law LLLC","Rebecca H. Colvin Attorney at Law LLLC, 75-165 Hualalai Rd Suite #202, Kailua-Kona, HI 96740, United States","19.6382063","-155.98899799999998","","","Pacific/Honolulu","http://www.rcolvinlaw.com/","ChIJXR7BRoIPVHkRe34KTJewqIU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540f8246c11e5d:0x85a8b0974c0a7e7b","Law firm","","8AM2PM","8AM2PM","8AM2PM","Closed","Closed","8AM2PM","8AM2PM","Kailua-Kona, HI, United States","true","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PAVv9dXrfGHM4NUSlQy8sA&cb_client=search.gws-prod.gps&w=203&h=100&yaw=11.330055&pitch=0&thumbfov=100","Closed  Opens 8AM",""
"0x79540f4875fa3e2f:0x20bc67ec886ee5f0","+18083276260","Attorney General Department","Attorney General Department, 77-6399 Nalani St #101, Kailua-Kona, HI 96740, United States","19.605943399999997","-155.9629417","","","Pacific/Honolulu","https://ag.hawaii.gov/","ChIJLz76dUgPVHkR8OVuiOxnvCA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540f4875fa3e2f:0x20bc67ec886ee5f0","Attorney, Local government office","","","","","","","","","Kailua-Kona, HI, United States","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CyA6imTiCXz7oT7eoqMm8Q&cb_client=search.gws-prod.gps&w=203&h=100&yaw=346.04535&pitch=0&thumbfov=100","",""
"0x79540efcf17eaaab:0x41c1aae22bc45fa0","+18083262228","Shimada Estate Planning","Shimada Estate Planning, Suite Possibilities, 75-5915 Walua Rd, Kailua-Kona, HI 96740, United States","19.628672899999998","-155.98534909999998","","","Pacific/Honolulu","https://shimadaep.com/en_US/","ChIJq6p-8fwOVHkRoF_EK-KqwUE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efcf17eaaab:0x41c1aae22bc45fa0","Estate planning attorney","","9AM2PM","9AM2PM","Closed","Closed","Closed","9AM2PM","9AM2PM","Kailua-Kona, HI, United States","true","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I0tTJEj9M_c0kLLZWiRbSQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=76.390114&pitch=0&thumbfov=100","Closed  Opens 9AM",""
